id,status,dom,res,debt,goal,inv,lump
SP-00000,deficit,none,0,0,0,0,0
SP-00001,ok,reserve,5177,0,0,0,0
SP-00002,ok,goals+,0,0,1894,0,246637
SP-00003,ok,debt,0,43025,0,0,59724
SP-00004,ok,reserve,10301,0,0,0,0
SP-00005,ok,goals+,247,0,577,0,0
SP-00006,deficit,none,0,0,0,0,0
SP-00007,ok,goals+,0,0,19134,0,282878
SP-00008,ok,goals+,1104,0,2576,0,0
SP-00009,deficit,none,0,0,0,0,140560
SP-00010,ok,debt,1375,12377,0,0,0
SP-00011,ok,reserve,4418,0,0,0,0
SP-00012,deficit,none,0,0,0,0,0
SP-00013,ok,reserve,25827,0,0,0,0
SP-00014,ok,debt,70,625,0,0,0
SP-00015,ok,debt,1577,1577,0,0,0
SP-00016,ok,debt,880,7924,0,0,0
SP-00017,ok,debt,155,1393,0,0,0
SP-00018,ok,debt,2627,2628,0,0,0
SP-00019,ok,goals+,1757,0,4101,0,0
SP-00020,ok,debt,1462,13163,0,0,4747
SP-00021,ok,goals+,0,0,1995,0,3433675
SP-00022,ok,reserve,11153,0,0,0,0
SP-00023,ok,debt,537,4830,0,0,0
SP-00024,ok,reserve,11349,0,0,0,0
SP-00025,ok,goals+,0,0,0,38471,34922
SP-00026,ok,goals+,0,0,15983,15984,40682
SP-00027,ok,reserve,7464,0,0,0,0
SP-00028,ok,debt,1976,11857,5928,0,42690
SP-00029,ok,goals+,0,0,0,40503,73968
SP-00030,ok,reserve,3183,0,0,0,0
SP-00031,deficit,none,0,0,0,0,0
SP-00032,ok,reserve,21146,0,0,0,0
SP-00033,ok,goals+,1532,0,3576,0,0
SP-00034,ok,reserve,7032,3013,0,0,0
SP-00035,ok,reserve,24256,0,0,0,0
SP-00036,ok,goals+,0,0,65,23,92
SP-00037,ok,goals+,4979,0,11619,0,0
SP-00038,ok,reserve,55322,0,0,0,0
SP-00039,ok,debt,101363462,608180775,304090386,0,1143479590
SP-00040,deficit,none,0,0,0,0,0
SP-00041,ok,debt,2884,25957,0,0,102025
SP-00042,deficit,none,0,0,0,0,0
SP-00043,ok,reserve,22814,0,0,0,0
SP-00044,ok,goals+,0,0,6738,6245,39845
SP-00045,ok,debt,0,68852,0,0,294949
SP-00046,ok,reserve,6937,0,0,0,0
SP-00047,ok,goals+,1117,0,0,2607,0
SP-00048,deficit,none,0,0,0,0,43
SP-00049,ok,debt,5213,5213,0,0,0
SP-00050,ok,reserve,4889,2095,0,0,0
SP-00051,ok,debt,962,5774,2886,0,98983
SP-00052,ok,debt,927,8340,0,0,0
SP-00053,ok,reserve,24470,0,0,0,0
SP-00054,deficit,none,0,0,0,0,0
SP-00055,ok,reserve,12712,0,0,0,0
SP-00056,ok,debt,314,1885,942,0,341987
SP-00057,ok,goals+,0,0,0,16899,33224
SP-00058,ok,reserve,1670,716,0,0,0
SP-00059,ok,goals+,2419,0,0,5646,0
SP-00060,ok,reserve,13066,0,0,0,0
SP-00061,ok,reserve,6649,2850,0,0,0
SP-00062,ok,reserve,15072,6460,0,0,0
SP-00063,ok,goals+,0,0,70267,36505,5133608
SP-00064,ok,debt,0,17516,0,0,204879
SP-00065,ok,goals+,0,0,6557,0,72356
SP-00066,ok,goals+,0,0,94318,0,147991
SP-00067,ok,goals+,7839,0,18294,0,0
SP-00068,ok,debt,13116,13117,0,0,0
SP-00069,ok,reserve,2236,959,0,0,0
SP-00070,ok,reserve,28467,0,0,0,0
SP-00071,ok,goals+,5635,0,0,13149,0
SP-00072,deficit,none,0,0,0,0,0
SP-00073,ok,debt,1163,10468,0,0,38656
SP-00074,ok,debt,1205,1206,0,0,0
SP-00075,ok,debt,0,280,120,0,114691
SP-00076,ok,goals+,8562,0,0,19980,0
SP-00077,ok,reserve,1476,0,0,0,0
SP-00078,ok,goals+,0,0,10,29,62
SP-00079,ok,reserve,86197,0,0,0,0
SP-00080,ok,debt,5522,33136,16567,0,25
SP-00081,ok,goals+,347507525,0,580161944,230688949,0
SP-00082,ok,debt,1686,15179,0,0,165300
SP-00083,ok,reserve,12764,0,0,0,0
SP-00084,deficit,none,0,0,0,0,0
SP-00085,ok,reserve,6426,0,0,0,0
SP-00086,ok,reserve,5077,2176,0,0,0
SP-00087,ok,debt,3910,35185,0,0,0
SP-00088,ok,debt,6217,6218,0,0,0
SP-00089,ok,debt,9133,9133,0,0,0
SP-00090,deficit,none,0,0,0,0,0
SP-00091,deficit,none,0,0,0,0,0
SP-00092,ok,debt,0,9515,0,0,39935
SP-00093,deficit,none,0,0,0,0,360876
SP-00094,deficit,none,0,0,0,0,0
SP-00095,ok,reserve,3251,1393,0,0,0
SP-00096,deficit,none,0,0,0,0,0
SP-00097,ok,debt,3573,32153,0,0,0
SP-00098,deficit,none,0,0,0,0,0
SP-00099,ok,debt,6858,6858,0,0,0
SP-00100,ok,goals+,0,0,2246,0,174850
SP-00101,ok,debt,114,1031,0,0,3038
SP-00102,ok,reserve,14062,0,0,0,0
SP-00103,ok,debt,636,3814,1907,0,10659
